Date,Day of Week,origin_census_block_group,Weight,Race,Entropy_norm,Entropy_cat,device_count,Amplitude,Phase Angle,Baseline,R2,Adjusted R2,Residuals Sum,Range
2020-07-22,Wednesday,282626278836.14764,20.412802304159086,1.6503769500999177,0.4551662160677593,1.6067846132047354,1537.8873937919275,0.09219732307412253,1.0239160851392388,0.4909794895070158,0.9759578766909108,0.9723515581945475,0.002554517216020537,0.18439464614824505
2020-07-23,Thursday,282596341307.9898,20.38348807115839,1.6502899767628048,0.4551535878118131,1.6066616547226182,1537.7251518228506,0.09095522837754436,1.0339098847835273,0.4874330485022032,0.9776731888784476,0.9743241672102144,0.0023063223045669107,0.1819104567550888
2020-07-24,Friday,282207529802.6643,20.473926492124807,1.6517176691288544,0.4553915219862544,1.6072810411537108,1537.8918298354633,0.0925458458768414,0.8179861186430353,0.4779920870143853,0.9515794240300222,0.9443163376345256,0.005234260366317467,0.1850916917536828
2020-07-27,Monday,282134316832.0217,20.71799188473884,1.6509152310101798,0.4553456016591836,1.6071945967110417,1539.2904414643695,0.08591073430902442,1.1006740723670587,0.4949104787784331,0.9767159855021788,0.9732233833275056,0.0021574183182323766,0.17182146861804887
2020-07-28,Tuesday,282434295639.1418,20.15825427115952,1.6519992403325006,0.4553723486327355,1.607276251138284,1535.9475196369178,0.0883301224588937,1.079076079217051,0.4816593253930123,0.9769791888035141,0.9735260671240412,0.002251133315141674,0.1766602449177874
2020-07-29,Wednesday,282341219035.3321,19.936383197070835,1.6518061571218154,0.4550919258615447,1.6065878189516465,1534.4763821440552,0.09139344682889586,1.0510535261215659,0.4758227012497716,0.9789263170348288,0.975765264590053,0.0021976615376036995,0.1827868936577917
2020-07-30,Thursday,282559031018.3065,20.243839764598746,1.6510785572374875,0.4551982547560997,1.6070039100445677,1537.4796809481736,0.09157703066383943,0.9797987994797184,0.4793680504683043,0.9738344297298948,0.969909594189379,0.002740189876478229,0.18315406132767886
2020-07-31,Friday,282736187229.6753,20.511135320750448,1.65086381840498,0.4552376135868254,1.6069222832385488,1538.4523591802406,0.08721664441495658,0.8717571479707439,0.4686804315702601,0.9605277504422444,0.9546069130085808,0.003770358304548007,0.17443328882991316
2020-08-03,Monday,282909137687.4825,20.191713362366134,1.6492152220079577,0.4549174356532665,1.6063416896526472,1537.1550320990063,0.08608697523981289,1.1029506156469286,0.4936592666310031,0.976746704521524,0.9732587101997529,0.0021636633663388305,0.17217395047962578
2020-08-04,Tuesday,282607374406.0613,20.23007793066176,1.6500387924093751,0.4550916526925374,1.606791355392145,1536.9120900569446,0.09160769551079108,1.0726254293238062,0.4923238505811566,0.9786830034514508,0.9754854539691682,0.002237241138699092,0.18321539102158216
2020-08-05,Wednesday,282402953100.9935,20.385939471244754,1.6498282273946765,0.4551480646414698,1.606858198415685,1537.9917167975527,0.09944973511978683,1.0170707925983589,0.4868801963078258,0.9774197526827132,0.9740327155851204,0.002785974028594948,0.19889947023957366
2020-08-06,Thursday,282500987192.0116,20.297942253330667,1.6504961034395202,0.4551870130113122,1.606891736166722,1537.511284400086,0.09283839482883333,1.038327242112994,0.4841137803293988,0.97734850763908,0.973950783784942,0.00243930621439105,0.18567678965766665
2020-08-07,Friday,282699739612.5236,20.50283694210521,1.6493059808624162,0.4550290965720806,1.6065036428042978,1539.7646802318461,0.09533645463565103,0.7891100471950991,0.4738050398205897,0.9421820218041282,0.9335093250747476,0.006683464317999091,0.1906729092713021
2020-08-10,Monday,282220876442.0618,20.429155916956766,1.6484343627263731,0.4550741719888451,1.606661181794141,1539.2946355987815,0.09212240659463464,1.1008943361496004,0.4787536002727212,0.9787387989255972,0.9755496187644368,0.002260515625317475,0.1842448131892693
2020-08-11,Tuesday,282557195788.34,20.528797796303998,1.6482073840396192,0.4550661813940917,1.6066727734970094,1539.4782529893262,0.09691040109920586,1.0953816856192875,0.4745552681961189,0.9759012228189682,0.9722864062418134,0.0028427206394778326,0.19382080219841166
2020-08-12,Wednesday,282548653275.1512,20.710638732997626,1.6479650934506047,0.45508542886260495,1.6066583555834772,1541.0008589209992,0.09923504765775826,1.0221933310812912,0.4807172863589535,0.9750462641939296,0.9713032038230188,0.003074105127263034,0.1984700953155165
