Date,Day of Week,device_count,Average,24-hour rate
2020-11-27,Friday,1554.5553707699066,729.4848923686213,0.4692562941693983
2020-11-30,Monday,1555.7218240292902,758.6256368000876,0.4876357875055461
2020-12-01,Tuesday,1555.8008395499055,755.5891226548591,0.4856592845607743
2020-12-02,Wednesday,1555.9480694275574,734.6448409739662,0.47215254506806675
2020-12-03,Thursday,1554.4194453458474,735.8585653279532,0.4733976839592545
2020-12-04,Friday,1552.2450982343692,740.4244623991476,0.4770022873587152
2020-12-07,Monday,1552.5136482233904,762.5771004005803,0.49118866122254756
2020-12-08,Tuesday,1550.0067477722428,752.0349029751045,0.48518169618033696
2020-12-09,Wednesday,1554.3300691129175,755.9431237808905,0.48634658674030545
2020-12-10,Thursday,1561.0558635845841,779.7201831781897,0.49948256264689495
2020-12-11,Friday,1551.7728439016626,735.0769269059557,0.47370137310673177
2020-12-14,Monday,1551.477593396053,758.8842530116243,0.48913645691169216
2020-12-15,Tuesday,1551.2700785054155,751.7058980490497,0.4845744841370802
2020-12-16,Wednesday,1551.6256650986084,754.2427698162696,0.48609841070677073
2020-12-17,Thursday,1553.7672044271674,756.4698756581685,0.48686178566695826
2020-12-18,Friday,1551.1957441519378,723.2081228125328,0.4662262164778705
2020-12-21,Monday,1556.5306565137894,725.1116563026618,0.465851188518649
2020-12-22,Tuesday,1562.5387577313336,755.8904141702126,0.4837578654802123
2020-12-23,Wednesday,1561.1748730593329,753.9517309107841,0.482938679017626
2020-12-24,Thursday,1564.5886070171523,784.7548202998378,0.5015726286004041
2020-12-28,Monday,1550.6358734544585,744.306782363227,0.4800010080413549
2020-12-29,Tuesday,1552.191978804042,742.4639624235989,0.47833255973637007
2020-12-30,Wednesday,1552.9207741124976,747.4206904280845,0.4812999496740195
2020-12-31,Thursday,1553.6852827853304,746.6929936694087,0.4805947523238384
